団体コード,団体名,2016-03-31,2017-03-31,2018-03-31,2019-03-31,2020-03-31,2021-03-31,2022-03-31,2023-03-31,2024-03-31
122351,千葉県匝瑳市,,74.8,75.2,76.6,78.9,81.4,83.8,85.9,88
122360,千葉県香取市,29.4,40.7,42.6,44.7,46.7,48.7,50.4,52.5,55.2
122378,千葉県山武市,,56.7,51.4,51.9,55.8,57.4,59.5,58,60.4
122386,千葉県いすみ市,75.3,77.2,76.6,73.2,75.1,77.1,75.7,77.1,70.8
122394,千葉県大網白里市,85.5,86,86.5,86.8,87.1,87.5,86.9,87.5,88
123226,千葉県酒々井町,,56.1,57.8,59.1,60.5,49.4,46.2,48.4,50.1
123293,千葉県栄町,,66.5,67.5,68.5,70.3,72.1,73.5,75.4,76.5
123421,千葉県神崎町,69,71.3,72.8,74.9,71.8,71.6,74,76.5,78.5
123471,千葉県多古町,,74.8,75.4,77.1,78.8,79.6,81.6,83.6,85.6
123498,千葉県東庄町,27.5,28.4,36.1,38.2,38.3,30.6,36.1,38.4,38.3
124036,千葉県九十九里町,91.7,92.4,87.5,88.7,89.5,88.2,91.9,88.9,89.9
124095,千葉県芝山町,58.6,58.8,61.1,64.3,66.5,68.1,65.9,71.4,76.4
124109,千葉県横芝光町,83.6,85.5,87.4,90.9,90,80.9,81.5,83.2,85.4
124214,千葉県一宮町,10.8,20.4,14.7,18.7,20.3,23.9,27.1,23.9,32.7
124222,千葉県睦沢町,38.4,39.9,43.3,45.9,45.7,48.5,50.9,51.9,54.3
124231,千葉県長生村,46.9,58.8,61.3,62.8,67.1,68.6,65.1,73.2,75.2
124249,千葉県白子町,,73.6,74.5,76.5,78.4,80.2,81.7,83.4,85.6
124265,千葉県長柄町,33.3,33.3,35,37.1,39.3,41.4,43.5,45.6,47.7
124273,千葉県長南町,,88,90,92,93.8,95.8,97.9,16.9,18.5
124419,千葉県大多喜町,34.5,36.4,38.3,40.2,42.1,44,46.2,48.1,
124435,千葉県御宿町,44.1,46.1,48.1,50.1,52.1,54.1,56.1,58,60
124630,千葉県鋸南町,75.1,77.6,78,79.4,80.9,82.2,79.3,72.6,70.8
131016,東京都千代田区,,20.9,23.5,26,28.6,31.1,33.5,36.1,37.7
131024,東京都中央区,,,55.3,57.4,59.2,60.8,62.4,65.1,54.7
131032,東京都港区,,42.6,45.1,38.1,41.2,44.3,47.4,50.2,53.3
131041,東京都新宿区,47.7,48.4,49.9,51.6,52.4,53.9,55.2,55,57.1
131059,東京都文京区,,41.3,42.9,44.7,46.1,47.4,47.7,50.1,51.7
131067,東京都台東区,,,,65.9,74,74.7,65.5,67.6,69.2
131075,東京都墨田区,50.6,52.4,54.3,56.2,57.4,58.9,60.9,62.9,64.7
131083,東京都江東区,43.1,35.9,38.3,40.3,42.1,45.3,47.8,49,51.5
131105,東京都目黒区,,81.2,81.9,81.7,80.7,69.6,59.5,61.8,62.6
131113,東京都大田区,34.6,36.7,41.1,37,38.9,40.6,42.2,42.7,43.4
131121,東京都世田谷区,,,75.8,67.9,63.8,42.5,43,44.4,44.4
131130,東京都渋谷区,,30.9,32.8,11.6,12.3,15.1,18.6,21.8,24.9
131148,東京都中野区,72.1,72.2,69,71.2,70,73.8,75.8,77.2,78.3
131156,東京都杉並区,47.2,51,47.5,49.1,50.9,53.1,55.5,57.7,59.6
131164,東京都豊島区,,,10.3,13,15.3,18.2,20.4,20.4,22
131172,東京都北区,,56.7,57,58.6,60.2,61.9,63.5,65.1,65.3
131181,東京都荒川区,,,71.2,69.4,62.6,56.4,54.9,54.6,57.3
131199,東京都板橋区,40.5,44.2,42.3,44.2,46.2,48.2,50.2,52.1,54.1
131202,東京都練馬区,51,46.9,48,50.1,51.6,53.9,55.7,58.1,59.9
131211,東京都足立区,44.6,45.9,47.8,49,49.2,52.8,53.3,54.7,56.4
131229,東京都葛飾区,53,67.1,67.2,67.9,61.8,62.6,45,45.7,36.1
131237,東京都江戸川区,65.5,65,65.9,67.8,68.4,69.9,70.6,70.9,73
132012,東京都八王子市,,56.7,59.7,62.3,65.1,67.8,70.5,72.7,73.6
132021,東京都立川市,,14,16,18,20,24,24,26.3,28.2
132039,東京都武蔵野市,58.6,60.6,57.7,59.6,61.6,61.9,60.8,62.8,64.9
132047,東京都三鷹市,,48.6,50,49.6,51.1,52.9,54.2,55.2,56.3
132055,東京都青梅市,,23.9,27.4,30.8,34.4,37.9,41.3,44.6,47.9
132063,東京都府中市,,79.9,81.1,81.8,82.9,82.7,84.2,85.3,44.6
